0.6071428571428571,10.8d,prāṇan tyajanti yogavit,10.9d,prāṇaṁ tyajati yogavit
0.6,8.13c,yo jñātvā na punarjanmaḥ,9.1d,yo jñātvā na punarbhavaḥ
0.6,8.10a,idaṁ jñānam mahādevi,11.31a,etat jñānam mahādevi
0.6,11.33a,evaṁ jñānam mahādevi,11.47a,evaṁ jñātvā mahādevi
0.6,11.31a,etat jñānam mahādevi,11.45a,idaṁ jñānam mahādevi
0.6,11.31a,etat jñānam mahādevi,11.33a,evaṁ jñānam mahādevi
0.5925925925925926,4.42d,śūnyaṁ paramanirmalam,5.22b,śuddhaṁ paramanirmalam
0.5925925925925926,2.10a,niṣkalañ ca nirapekṣam,4.38b,nirapekṣañ ca nirmalam
0.5925925925925926,1.28b,śāntaṁ paramanirmalam,5.22b,śuddhaṁ paramanirmalam
0.5909090909090909,6.4d,aho māyāvimohitaḥ,11.31d,mama māyāvimohitaḥ
0.5862068965517241,4.61d,saptadvīpaḥ prakīrtitaḥ,11.75d,saptabhedaḥ prakīrtitaḥ
0.5806451612903226,5.6b,gandhasparśaś ca lakṣaṇam,5.8b,sparśaśabdaś ca lakṣaṇam
0.5769230769230769,4.56d,gauṇikam padam ucyate,4.73d,gauṇikamantram ucyate
0.5769230769230769,3.6b,śabdasparśavirūpavān,3.7a,śabdasparśavirūpākhyā
0.5769230769230769,11.95a,sikāran dakṣiṇe nāse,11.97a,sikāran dakṣiṇe karṇe
0.5769230769230769,1.11d,dehinām antarikṣavat,2.17b,bhūtānām antarikṣavat
0.5757575757575758,2.1a,bhūr bhuvaḥ svaḥ iti tattvam,4.8c,bhūr bhuvaḥ svaḥ iti khyātam
0.5714285714285714,5.21b,nirbāṇam paramaṁ padam,5.29f,nirbāṇam paramaṁ brajet
0.5714285714285714,3.32a,sparśatanmātrato bāyuḥ,3.39a,sparśatanmātrato jātaḥ
0.5714285714285714,11.67d,yathecchā kurute bhuvi,11.83d,yathecchā kurute muniḥ
0.5714285714285714,1.19d,paran nirbāṇam avyayam,2.12d,paran nirbāṇam acyutam
0.5652173913043478,11.52d,saṅśayāni pṛthak pṛthak,11.53b,saṅsārāni pṛthak pṛthak
0.56,4.49d,ukāram paramaṁ padam,5.21b,nirbāṇam paramaṁ padam
0.56,2.13a,śivaṁ paramanirbāṇam,11.81a,etat paramanirbāṇam
0.56,1.20a,etat paramanirbāṇam,2.13a,śivaṁ paramanirbāṇam
0.56,1.18d,anādimadhyamāntikam,2.9c,anādimadhyamāntaś ca
0.5555555555555556,11.96a,sikāran dakṣiṇe netre,11.97a,sikāran dakṣiṇe karṇe
0.5517241379310345,5.21b,nirbāṇam paramaṁ padam,5.37a,nirbāṇam paramaṁ dhyātvā
0.5517241379310345,3.38c,vaktavyam adhibhūtañ ca,4.25c,vibhājyam adhibhūtañ ca
0.5517241379310345,3.35a,gandhatanmātrato bhūmiḥ,3.42a,gandhatanmātrato pādau
0.5517241379310345,3.22d,dhūmaketus tathaiva ca,7.8d,dhūma-rudras tathaiva ca
0.5517241379310345,3.21a,antadvīpaṁ samudraś ca,4.16c,saptadvīpaṁ samudrañ ca
0.5517241379310345,3.20a,+saptadvīpaṁ samudrañ ca,3.21a,antadvīpaṁ samudraś ca
0.5517241379310345,2.7a,atyantanirmalañ chūnyam,5.41d,śūnyam atyantanirmalam
0.5483870967741935,3.71b,tattvaṁ vāhyanti te punaḥ,3.73b,tattvaṁ līyati te punaḥ
0.5483870967741935,3.28d,bhautikān tu ’bhidhīyate,3.43d,bhautikaṁ tv abhidhīyate
0.5454545454545454,4.28b,mahālokanivāsinaḥ,4.34b,janalokanivāsinaḥ
0.5384615384615384,11.96b,ddhakāro vāmanetrake,11.97b,ddhakāro vāmakarṇake
0.5357142857142857,9.3d,prāpyante paramaṁ śivam,11.43d,viśate paramaṁ śivam
0.5357142857142857,7.26a,utpattisthitilīnākhyam,9.50c,utpattisthitilīnañ ca
0.5357142857142857,4.66c,tato daśaguṇaṁ proktam,4.68c,tato daśaguṇaṁ caivam
0.5357142857142857,4.65c,tato daśaguṇaṁ caivam,4.66c,tato daśaguṇaṁ proktam
0.5357142857142857,4.33a,utpattisthitilīnākhyam,9.50c,utpattisthitilīnañ ca
0.5357142857142857,4.23b,brahmā tatrādhidevataḥ,4.25b,ugras tatrādhidevataḥ
0.5357142857142857,4.13a,aṣṭaśivañ ca paramam,11.70a,pittaṁ śivañ ca paramam
0.5357142857142857,3.65b,uktas tatrādhidevataḥ,4.23b,brahmā tatrādhidevataḥ
0.5357142857142857,3.18c,śarīrasya pramāṇatvam,4.48c,tadaṇḍasya pramāṇatvam
0.5333333333333333,4.11c,svaḥlokaṁ śakramaṇḍalam,4.56b,bhautikaṁ śakramaṇḍalam
0.5333333333333333,3.32c,spṛṣṭavyam adhibhūtañ ca,4.25c,vibhājyam adhibhūtañ ca
0.5333333333333333,2.7a,atyantanirmalañ chūnyam,4.7a,sajjīva-nirmalañ chūnyam
0.5185185185185185,4.35d,sūkṣmaṁ sūkṣmataraṁ param,11.80a,ānandaṁ paramaṁ sūkṣmam
0.5185185185185185,4.27c,caturmukhaś caturhastaḥ,4.31c,caturvaktraś caturhastaḥ
0.5185185185185185,3.33b,cakṣuḥsukham ajījanat,3.34b,jihvāsukham ajījanat
0.5185185185185185,3.33a,rūpatanmātrato vahniḥ,3.40a,rūpatanmātrato pāyuḥ
0.5185185185185185,2.13a,śivaṁ paramanirbāṇam,5.21b,nirbāṇam paramaṁ padam
0.5172413793103449,7.6b,umā svāhā tathaiva ca,7.22b,svāhā patnī tathaiva ca
0.5172413793103449,7.2a,mano buddhir ahaṅkāraḥ,7.3a,buddhir ahaṅkāro manaḥ
0.5172413793103449,4.23b,brahmā tatrādhidevataḥ,4.24b,rudras tatrādhidevataḥ
0.5172413793103449,3.40c,utsargam adhibhūtañ ca,4.25c,vibhājyam adhibhūtañ ca
0.5172413793103449,3.36c,karmendriyāni pañcaite,3.37d,pañcakarmendriyāni vai
0.5172413793103449,2.9b,śivaṅ kaivalyam ādhikam,5.11b,śivaṅ kaivalyam acyutam
0.5172413793103449,1.18b,śivaṅ kaivalyam acyutam,2.9b,śivaṅ kaivalyam ādhikam
0.5161290322580645,8.13c,yo jñātvā na punarjanmaḥ,11.43c,yo vetti na punarjanmaḥ
0.5161290322580645,5.29f,nirbāṇam paramaṁ brajet,5.37a,nirbāṇam paramaṁ dhyātvā
0.5,4.9c,nirmitaṁ paramānandam,5.46d,nirānandam idaṁ param
0.5,4.73b,bhautikamantram ārabhet,4.74d,pauruṣamantram ārabhet
0.5,4.49d,ukāram paramaṁ padam,4.50b,tatlīnaṁ paramam padam
0.5,3.8d,sa eko śiva-tiṣṭhati,3.69b,śiva eko ’dhitiṣṭhati
0.5,3.45d,pṛthivī pañcadhā smṛtaḥ,3.52d,ākāśaḥ pañcadhā smṛtaḥ
0.5,3.38c,vaktavyam adhibhūtañ ca,3.40c,utsargam adhibhūtañ ca
0.5,3.32b,sa tvaksukham ajījanat,3.34b,jihvāsukham ajījanat
0.5,3.23a,nakṣatramaṇḍalaṁ sarvam,3.27a,śakramaṇḍalakaṁ sarvam
0.5,3.21b,antaparvatasaṅgamaḥ,3.68b,proktaḥ parvatasaṅgamaḥ
0.5,2.6a,akāran nirmalaṁ śūnyam,4.35a,bhārūpaṁ nirmalaṁ śūnyam
0.5,2.15a,tathā jñātvā mahādevaḥ,11.47a,evaṁ jñātvā mahādevi
0.5,11.63b,viṣṇujñānaṁ prakīrtitaḥ,11.74b,śīla-jñānaṁ prakīrtitam
0.5,11.34a,śaivasiddhāntaka-jñānam,11.43b,śaivasiddhāntasaṁjñakam
0.4857142857142857,3.71d,tattvaṁ tiṣṭhanti nityaśaḥ,3.73a,tattvaṁ tiṣṭhanti te sarve
0.4857142857142857,3.71a,tattvaṁ tiṣṭhanti te sarve,3.71d,tattvaṁ tiṣṭhanti nityaśaḥ
0.4838709677419355,3.32c,spṛṣṭavyam adhibhūtañ ca,3.40c,utsargam adhibhūtañ ca
0.4838709677419355,3.24c,trividhaṁ śakramaṇḍalam,4.56b,bhautikaṁ śakramaṇḍalam
0.4838709677419355,3.24c,trividhaṁ śakramaṇḍalam,4.11c,svaḥlokaṁ śakramaṇḍalam
0.4838709677419355,1.15d,tubhyaṁ sarvam aśeṣataḥ,11.28d,tat sarvam apy aśeṣataḥ
0.4827586206896552,4.67a,tato daśaguṇaṁ vindyāt,4.68c,tato daśaguṇaṁ caivam
0.4827586206896552,4.65c,tato daśaguṇaṁ caivam,4.67a,tato daśaguṇaṁ vindyāt
0.4827586206896552,4.64c,tato daśaguṇam śaṅkaṁ,4.65a,tato daśaguṇam vindyāt
0.4827586206896552,4.64a,tato daśaguṇaṁ vindyāt,4.68c,tato daśaguṇaṁ caivam
0.4827586206896552,4.64a,tato daśaguṇaṁ vindyāt,4.65c,tato daśaguṇaṁ caivam
0.4827586206896552,3.32b,sa tvaksukham ajījanat,3.33b,cakṣuḥsukham ajījanat
0.4827586206896552,2.6a,akāran nirmalaṁ śūnyam,5.36b,oṁkāraṁ śūnyanirmalam
0.4827586206896552,2.11d,kapālābhyantare sthitam,2.12b,kapālavivare sthitam
0.4827586206896552,11.91c,antaṁ śivam iti proktam,11.92c,anta-śira iti proktam
0.4827586206896552,1.15c,eteṣāṁ dvijarājendra,1.16c,prayatnaṁ dvijarājendra
0.48148148148148145,4.53b,parameśvarasaṅjñakam,11.66b,sahātmeśvarasaṅjñakaḥ
0.48148148148148145,1.3d,sūryāyutasamaprabham,5.14d,koṭisūryasamaprabham
0.48148148148148145,1.26d,sūryāyutasamaprabham,5.14d,koṭisūryasamaprabham
0.47058823529411764,2.2d,jaṭhari saṁnyaset vudhaḥ,2.3d,hṛdisthaṁ saṁnyaset vudhaḥ
0.47058823529411764,11.88a,siddhaṁ rudra iti proktam,11.89a,siddhaṅ kriyā iti proktam
0.46875,9.20c,mantrāṇām uttamaṅ kiñ ca,9.23c,mantrānām uttamaṅ kūṭam
0.46875,7.8d,dhūma-rudras tathaiva ca,11.52b,vaiśya-śūdras tathaiva ca
0.46875,5.3a,bhāvyād vā tava śabdeṣu,5.3c,bhāvyād vā tava kāruṇyam
0.46875,5.37b,saṁśuddhaṁ padam āpnuyāt,7.11d,muktāntaṁ padam āpnuyāt
0.46875,4.6a,bhārūpaṁ śūnyam atyantam,4.35a,bhārūpaṁ nirmalaṁ śūnyam
0.46875,11.51c,svaśaktiḥ śaivasiddhāntam,11.56a,śṛṇoti śaivasiddhāntam
0.46875,1.28a,paraṁ brahma mahāsūkṣmam,4.34c,tataḥ paraṁ mahāsūkṣmam
0.4666666666666667,7.23c,bhakāro bhagavān brahmā,7.25a,utpatti-bhagavān brahmā
0.4666666666666667,5.4c,śūnyam atyantakaivalyam,5.41d,śūnyam atyantanirmalam
0.4666666666666667,5.4c,śūnyam atyantakaivalyam,5.12b,śūnyam atyantaniṣkalam
0.4666666666666667,5.11c,manasā sakalaṁ bhūtam,5.14c,teṣān tu sakalaṁ bhūtam
0.4666666666666667,4.66c,tato daśaguṇaṁ proktam,4.67a,tato daśaguṇaṁ vindyāt
0.4666666666666667,4.64a,tato daśaguṇaṁ vindyāt,4.66c,tato daśaguṇaṁ proktam
0.4666666666666667,4.30c,abyakta-paramaṁ sūkṣmam,11.80a,ānandaṁ paramaṁ sūkṣmam
0.4666666666666667,4.29b,traiguṇyañ ca nigadyate,7.4d,pralīnañ ca nigadyate
0.4666666666666667,4.29b,traiguṇyañ ca nigadyate,7.4b,pralīnañ ca nigadyate
0.4666666666666667,4.29b,traiguṇyañ ca nigadyate,11.92d,praṇavañ ca nigadyate
0.4666666666666667,3.58d,maitri-devo ’bhitṛptyati,3.61b,ugradevo ’bhitṛptyate
0.4666666666666667,11.75a,akṣaraṁ jñānasiddhāntam,11.87a,evam akṣarasiddhāntam
0.4666666666666667,11.75a,akṣaraṁ jñānasiddhāntam,11.77a,evam akṣarasiddhāntam
0.4642857142857143,4.55d,ṣaḍvidham padam ucyate,4.56d,gauṇikam padam ucyate
0.4642857142857143,4.4d,tamodhikam atīndriyam,4.43b,virahakam atīndriyam
0.4642857142857143,4.36d,janmakleśavivarjitaḥ,4.41b,kleśasaṅghavivarjitaḥ
0.4642857142857143,11.93b,ddhakāraṁ bhuva eva ca,11.94b,ddhakāro ’kāśa eva ca
0.4642857142857143,1.8d,nīlāñjanasamaprabham,2.3c,nīlāñjanaprabhātulyam
0.4642857142857143,1.27d,īśvaravījasaṁjñakaḥ,3.62b,īśvaro brahmasaṁjñakaḥ
0.4642857142857143,1.25d,nīlāñjanasamaprabham,2.3c,nīlāñjanaprabhātulyam
0.46153846153846156,4.8b,prayāti paramaṁ padam,4.49d,ukāram paramaṁ padam
0.46153846153846156,4.49d,ukāram paramaṁ padam,4.60d,ukṣoviḥ paramam padam
0.46153846153846156,1.20b,etat kevalaśāntikam,4.52b,etat paramaśāntikam
0.4583333333333333,4.34d,tapolokam anāmayam,11.73d,evam ekam anāmayam
0.45454545454545453,11.36c,idaṁ jñānañ ca siddhāntam,11.75a,akṣaraṁ jñānasiddhāntam
0.45161290322580644,7.3a,buddhir ahaṅkāro manaḥ,7.4a,emahaṅkāro mano buddhiḥ
0.45161290322580644,7.2a,mano buddhir ahaṅkāraḥ,7.4a,emahaṅkāro mano buddhiḥ
0.45161290322580644,4.17a,evam abyaktakaṁ sūkṣmam,4.30c,abyakta-paramaṁ sūkṣmam
0.45161290322580644,3.13c,etat bhūtvā śarīrākhyam,3.43c,etatyuktañ śarīrākhyam
0.4482758620689655,4.7b,brahmeśānī nigadyate,4.9d,brahmākṣaran nigadyate
0.4482758620689655,4.50b,tatlīnaṁ paramam padam,5.21b,nirbāṇam paramaṁ padam
0.4482758620689655,3.61b,ugradevo ’bhitṛptyate,3.69d,śiva eko ’bhitṛptyate
0.4482758620689655,3.32a,sparśatanmātrato bāyuḥ,3.40a,rūpatanmātrato pāyuḥ
0.4482758620689655,2.6c,’vyaktaṁ sarveṣu bhūteṣu,5.18a,antaḥsarveṣu bhūteṣu
0.4482758620689655,11.92c,anta-śira iti proktam,11.94c,anta-svarga iti proktaḥ
0.4444444444444444,4.75a,madhya ūrdhvam adhasthe ca,5.18c,tiryag ūrdhvam adhasthāñ ca
0.4444444444444444,4.49d,ukāram paramaṁ padam,4.50a,makāram paramaṁ divyam
0.4444444444444444,3.34a,rasatanmātrataḥ toyam,3.41a,rasatanmātrato vīra
0.4444444444444444,1.29d,nirakṣaram anāmayam,2.6b,śivaṁ param anāmayam
0.4411764705882353,3.71d,tattvaṁ tiṣṭhanti nityaśaḥ,3.74b,tāvat tiṣṭhati nityaśaḥ
0.4375,8.7d,vidyate na punarbhavaḥ,9.1d,yo jñātvā na punarbhavaḥ
0.4375,3.35d,ghrātavyam adhibhūtakam,3.38c,vaktavyam adhibhūtañ ca
0.4375,1.18a,svacchaṁ sūkṣmaṁ paraṁ śūnyam,4.35d,sūkṣmaṁ sūkṣmataraṁ param
0.43333333333333335,9.3c,kurvanti satataṁ jñānam,9.8d,kurvanti satatan narāḥ
0.43333333333333335,7.23b,makāro bhagavān śivaḥ,7.23c,bhakāro bhagavān brahmā
0.43333333333333335,7.23a,sakāro bhagavān viṣṇuḥ,7.23b,makāro bhagavān śivaḥ
0.43333333333333335,5.47d,oṅkārajñānam uttamam,6.4b,tyajanti jñānam uttamam
0.43333333333333335,4.67c,tataḥ paran daśaguṇam,4.76f,tattvaṁ daśaguṇaṁ param
0.43333333333333335,3.71c,yāvad utpatti-bhagavān,7.25a,utpatti-bhagavān brahmā
0.43333333333333335,3.44a,pṛthivī salilañ cāgniḥ,4.76a,pṛthivī salilan tejaḥ
0.43333333333333335,3.43c,etatyuktañ śarīrākhyam,4.2c,etat bhūtaśarīrākhyam
0.43333333333333335,2.10b,kaivalyam paramañ chivam,4.52c,etat paramakaivalyam
0.43333333333333335,11.75b,saptadhā bhedalakṣaṇam,11.87b,praṇavam bhedalakṣaṇam
0.43333333333333335,11.64d,praṇavaṁ bhedalakṣaṇam,11.75b,saptadhā bhedalakṣaṇam
0.43333333333333335,1.15a,purastāt sampravakṣyāmi,1.16a,idānīṁsampravakṣyāmi
0.42857142857142855,8.10a,idaṁ jñānam mahādevi,11.47a,evaṁ jñātvā mahādevi
0.42857142857142855,5.21b,nirbāṇam paramaṁ padam,11.81a,etat paramanirbāṇam
0.42857142857142855,4.8c,bhūr bhuvaḥ svaḥ iti khyātam,11.93a,sikāraṁ bhūr iti khyātam
0.42857142857142855,4.8c,bhūr bhuvaḥ svaḥ iti khyātam,11.78c,dakāraḥ svar iti khyātam
0.42857142857142855,4.53b,parameśvarasaṅjñakam,11.87d,antaṁ paramasaṅjñakam
0.42857142857142855,4.37d,ṛṣayaḥ brahmacāriṇaḥ,4.39b,brahmāstrabrahmacāriṇaḥ
0.42857142857142855,4.31c,caturvaktraś caturhastaḥ,4.38c,caturvaktrañ caturvedaḥ
0.42857142857142855,3.73c,evam aṣṭaguṇaiḥ rudraḥ,3.76a,evam aṣṭaguṇam ātmā
0.42857142857142855,3.42d,dhāraṇe pratipadyate,11.33d,narakaṁ pratipadyate
0.42857142857142855,11.95b,ddhakāraṁ vāmanāsake,11.96b,ddhakāro vāmanetrake
0.42857142857142855,11.73b,śive paramasaṅjñake,11.87d,antaṁ paramasaṅjñakam
0.42857142857142855,11.45a,idaṁ jñānam mahādevi,11.47a,evaṁ jñātvā mahādevi
0.42857142857142855,11.30a,strīyo vā puruṣo vāpi,11.59a,strīyo vā brāhmaṇo vāpi
0.42857142857142855,1.30c,śāntaśūnyam anaupamyam,4.43a,anāśrayam anaupamyam
0.42857142857142855,1.20a,etat paramanirbāṇam,5.21b,nirbāṇam paramaṁ padam
0.42424242424242425,9.1d,yo jñātvā na punarbhavaḥ,9.2d,prāpyate na punarbhavaḥ
0.42424242424242425,11.43a,mama guhyan tu durlabham,11.44b,mama guhyan tu cintayet
0.42424242424242425,1.18a,svacchaṁ sūkṣmaṁ paraṁ śūnyam,4.49c,akāraṁ paramaṁ śūnyam
0.4230769230769231,3.54c,yatra yatra samutpannam,5.19a,yatra yatra samudīkṣya
0.41935483870967744,7.23a,sakāro bhagavān viṣṇuḥ,7.23c,bhakāro bhagavān brahmā
0.41935483870967744,4.66c,tato daśaguṇaṁ proktam,4.76f,tattvaṁ daśaguṇaṁ param
0.41935483870967744,4.59c,naiva sadbhāvam atulam,4.59d,na sadbhāvam anādhikam
0.41935483870967744,2.7d,ukāraṁ sannidhāpayet,2.8d,bhrūmadhye sannidhāpayet
0.41935483870967744,2.17a,śivas sarvagatas sūkṣmaḥ,3.73d,śivas sarvagato vibhuḥ
0.41935483870967744,11.74b,śīla-jñānaṁ prakīrtitam,11.77b,saptalokaṁ prakīrtitam
